1,16,32,20,981

2,16,32,22,431

3,16,32,23,587

4,16,32,24,726

5,16,32,25,880

6,16,32,27,238

7,16,32,28,455

8,16,32,29,703

9,16,32,31,107

10,16,32,32,495

11,16,32,33,712

12,16,32,34,960

13,16,32,36,520

14,16,32,38,49

15,16,32,39,141

16,16,32,40,405

17,16,32,41,902

18,16,32,43,431

-------------------------------------------------

