1,16,44,15,633

2,16,44,16,990

3,16,44,18,316

4,16,44,19,314

5,16,44,20,282

6,16,44,21,514

7,16,44,22,793

8,16,44,23,807

9,16,44,24,806

10,16,44,26,69

11,16,44,27,99

12,16,44,28,191

13,16,44,29,252

14,16,44,30,500

15,16,44,31,607

16,16,44,32,824

17,16,44,33,979

18,16,44,35,212

19,16,44,36,397

20,16,44,37,177

21,16,44,38,67

22,16,44,39,252

23,16,44,40,438

24,16,44,41,592

25,16,44,42,575

26,16,44,43,839

27,16,44,44,977

28,16,44,45,991

29,16,44,46,943

30,16,44,48,378

31,16,44,49,283

32,16,44,50,547

33,16,44,51,670

34,16,44,52,871

35,16,44,53,885

36,16,44,54,899

37,16,44,55,913

38,16,44,57,52

39,16,44,58,253

40,16,44,59,259

41,16,45,0,492

42,16,45,1,693

43,16,45,2,863

44,16,45,3,877

45,16,45,4,922

46,16,45,6,295

47,16,45,7,403

48,16,45,8,479

49,16,45,9,711

50,16,45,11,209

51,16,45,12,207

52,16,45,13,190

53,16,45,14,220

54,16,45,15,312

55,16,45,16,513

56,16,45,17,589

57,16,45,18,681

58,16,45,20,39

59,16,45,20,990

60,16,45,22,160

61,16,45,23,283

62,16,45,24,547

63,16,45,25,811

64,16,45,26,918

65,16,45,28,26

66,16,45,29,508

-------------------------------------------------

