1,16,58,48,624

2,16,58,49,638

3,16,58,50,465

4,16,58,51,245

5,16,58,52,72

6,16,58,52,977

7,16,58,53,851

8,16,58,54,709

9,16,58,55,614

10,16,58,56,565

11,16,58,57,439

12,16,58,58,547

13,16,58,59,561

14,16,59,0,621

15,16,59,1,713

16,16,59,2,649

17,16,59,3,804

18,16,59,5,100

-------------------------------------------------

